"last_name, first_name",player_id,year,PA,xBA,xSLG,wOBA,xwOBA,xOBP,xISO,wOBAcon,xwOBAcon,Avg Swing Length,Sweet Spot%,Barrel%,Hard Hit%,Z-Swing%,O-Swing%,Whiff%,batted_ball,EV90,Z-O Swing%
"Hicks, Aaron",543305,2022,453,0.218,0.336,0.292,0.303,0.333,0.117,0.317,0.334,,25.2,5.8,33.1,62.4,20.6,25.8,278,102.9,41.8
"Hosmer, Eric",543333,2022,419,0.258,0.379,0.313,0.311,0.327,0.12,0.337,0.335,,29.3,5.7,39.7,67.0,33.8,18.9,317,106.78,33.2
"Nola, Austin",543592,2022,397,0.256,0.351,0.29,0.305,0.33,0.095,0.295,0.316,,35.4,2.4,39.7,63.0,20.6,14.4,297,102.75,42.4
"Semien, Marcus",543760,2022,724,0.243,0.394,0.317,0.306,0.301,0.151,0.348,0.333,,32.4,6.8,34.9,71.1,24.8,20.6,547,101.54,46.3
"Springer III, George",543807,2022,583,0.265,0.437,0.352,0.342,0.342,0.172,0.387,0.374,,31.8,8.4,42.3,77.4,25.6,28.2,418,106.9,51.800000000000004
"Vázquez, Christian",543877,2022,426,0.262,0.375,0.312,0.301,0.306,0.113,0.349,0.335,,36.1,5.1,36.4,66.5,31.9,17.2,332,101.5,34.6
"Wong, Kolten",543939,2022,497,0.235,0.353,0.336,0.305,0.327,0.118,0.361,0.318,,33.5,5.4,35.5,64.2,22.0,20.4,349,101.43,42.2
"Grichuk, Randal",545341,2022,538,0.229,0.37,0.315,0.281,0.271,0.141,0.39,0.343,,27.3,6.8,43.6,69.4,32.7,24.7,381,106.63,36.7
"Stassi, Max",545358,2022,375,0.18,0.325,0.258,0.266,0.268,0.145,0.311,0.325,,26.0,9.4,39.5,66.2,21.1,34.0,223,103.1,45.1
"Trout, Mike",545361,2022,499,0.265,0.583,0.418,0.395,0.354,0.317,0.564,0.527,,37.7,19.7,51.0,64.8,22.6,30.2,300,109.1,42.199999999999996
"Harper, Bryce",547180,2022,426,0.288,0.527,0.369,0.38,0.369,0.238,0.436,0.451,,37.2,12.8,47.9,82.1,35.7,28.3,290,107.82,46.39999999999999
"Abreu, José",547989,2022,679,0.296,0.486,0.361,0.373,0.372,0.19,0.393,0.41,,34.5,9.5,51.8,66.1,29.8,23.2,495,107.6,36.3
"Díaz, Elias",553869,2022,381,0.222,0.339,0.284,0.274,0.278,0.117,0.33,0.316,,28.3,5.9,39.3,72.4,33.2,22.7,272,104.84,39.2
"Suárez, Eugenio",553993,2022,629,0.22,0.454,0.344,0.339,0.321,0.234,0.456,0.446,,36.4,14.8,43.5,63.6,21.5,33.1,352,105.2,42.1
"Urshela, Gio",570482,2022,551,0.268,0.416,0.332,0.323,0.324,0.148,0.374,0.362,,38.6,7.0,37.6,71.2,36.1,21.4,412,103.4,35.1
"Schoop, Jonathan",570731,2022,510,0.228,0.338,0.245,0.268,0.267,0.111,0.286,0.318,,29.1,4.8,38.6,75.2,36.8,28.2,378,105.97,38.400000000000006
"Arenado, Nolan",571448,2022,620,0.266,0.445,0.381,0.339,0.335,0.18,0.401,0.349,,35.4,8.2,38.9,66.9,32.6,19.1,489,103.74000000000001,34.300000000000004
"Farmer, Kyle",571657,2022,583,0.258,0.38,0.309,0.311,0.32,0.122,0.335,0.339,,37.7,4.4,33.8,64.7,36.3,19.4,435,101.0,28.400000000000006
"Hernández, Enrique",571771,2022,402,0.238,0.357,0.28,0.297,0.308,0.119,0.296,0.319,,33.3,5.8,35.0,70.7,27.2,24.6,294,103.7,43.5
"Muncy, Max",571970,2022,565,0.208,0.417,0.318,0.339,0.342,0.209,0.348,0.383,,34.3,13.4,45.6,60.4,16.5,26.1,329,104.53,43.9
"Pollock, AJ",572041,2022,527,0.258,0.419,0.297,0.317,0.305,0.161,0.337,0.364,,32.9,9.4,42.0,74.1,34.0,24.7,395,104.72,40.099999999999994
"Taylor, Michael A.",572191,2022,456,0.223,0.358,0.297,0.289,0.288,0.135,0.355,0.344,,33.5,6.8,32.9,73.1,31.4,29.3,310,103.61999999999999,41.699999999999996
"Voit III, Luke",572228,2022,568,0.222,0.434,0.311,0.322,0.306,0.212,0.411,0.43,,34.6,14.7,44.3,78.1,30.6,37.6,327,106.24000000000001,47.49999999999999
"Walker, Christian",572233,2022,667,0.257,0.484,0.346,0.359,0.343,0.227,0.388,0.407,,33.3,11.5,44.0,67.9,23.1,24.6,459,106.28000000000002,44.800000000000004
"Ruf, Darin",573131,2022,388,0.219,0.371,0.291,0.31,0.321,0.153,0.335,0.367,,34.5,8.6,40.5,56.8,24.1,27.5,232,105.1,32.699999999999996
"Yastrzemski, Mike",573262,2022,558,0.22,0.392,0.307,0.314,0.313,0.172,0.358,0.369,,36.2,11.1,42.5,63.4,22.2,22.7,351,103.81,41.2
"Contreras, Willson",575929,2022,487,0.256,0.463,0.357,0.364,0.362,0.207,0.399,0.41,,30.2,10.5,48.6,73.1,31.8,31.0,315,107.92,41.3
"Iglesias, Jose",578428,2022,467,0.266,0.323,0.312,0.281,0.304,0.056,0.332,0.294,,30.6,0.5,27.7,63.4,41.3,13.2,386,100.3,22.1
"Canha, Mark",592192,2022,542,0.245,0.362,0.343,0.323,0.351,0.117,0.361,0.332,,32.2,4.9,36.6,61.0,24.3,22.2,369,103.04,36.7
"Castellanos, Nick",592206,2022,558,0.25,0.395,0.304,0.302,0.293,0.145,0.373,0.37,,36.9,6.6,35.1,76.8,39.6,32.2,396,102.47,37.199999999999996
"Drury, Brandon",592273,2022,568,0.242,0.42,0.35,0.316,0.303,0.179,0.421,0.373,,34.8,10.4,42.2,62.5,30.1,21.5,396,105.3,32.4
"Gamel, Ben",592325,2022,423,0.244,0.372,0.308,0.316,0.335,0.128,0.349,0.362,,38.0,6.2,37.6,64.9,23.7,24.1,274,103.7,41.2
"Judge, Aaron",592450,2022,696,0.305,0.706,0.458,0.463,0.422,0.401,0.602,0.611,,39.0,26.5,61.8,66.1,22.9,29.8,400,111.6,43.199999999999996
"Machado, Manny",592518,2022,644,0.264,0.447,0.382,0.338,0.338,0.183,0.458,0.396,,36.7,9.8,49.0,74.4,30.7,24.9,447,107.04,43.7
"Pederson, Joc",592626,2022,433,0.266,0.502,0.373,0.367,0.348,0.236,0.453,0.443,,34.2,15.1,52.1,65.0,29.6,24.5,284,107.78999999999999,35.4
"Realmuto, J.T.",592663,2022,562,0.275,0.463,0.354,0.351,0.342,0.188,0.416,0.412,,35.6,11.3,47.2,67.7,31.0,25.7,390,105.02,36.7
"Renfroe, Hunter",592669,2022,522,0.24,0.438,0.347,0.323,0.303,0.199,0.424,0.39,,32.7,10.9,43.6,66.2,31.8,27.0,358,106.8,34.400000000000006
"Yelich, Christian",592885,2022,671,0.258,0.402,0.328,0.338,0.36,0.145,0.379,0.396,,30.3,8.2,48.6,65.4,23.2,25.1,416,107.55,42.2
"Merrifield, Whit",593160,2022,550,0.24,0.356,0.294,0.288,0.292,0.116,0.318,0.31,,37.9,4.2,31.1,71.4,29.8,19.4,427,99.45,41.60000000000001
"Bogaerts, Xander",593428,2022,631,0.259,0.383,0.363,0.323,0.338,0.124,0.411,0.354,,30.3,6.5,39.5,63.5,29.2,24.8,446,104.74,34.3
"Polanco, Jorge",593871,2022,445,0.248,0.451,0.333,0.358,0.361,0.203,0.362,0.402,,37.7,10.2,38.7,61.1,25.2,25.7,284,104.88000000000001,35.900000000000006
"Calhoun, Kole",594777,2022,424,0.223,0.382,0.26,0.294,0.284,0.158,0.343,0.399,,40.4,9.8,48.2,78.4,32.3,36.3,255,104.36,46.10000000000001
"Profar, Jurickson",595777,2022,658,0.251,0.359,0.32,0.315,0.34,0.108,0.33,0.323,,34.7,4.0,34.3,64.2,23.7,18.8,478,102.26,40.5
"Báez, Javier",595879,2022,590,0.226,0.374,0.291,0.281,0.268,0.148,0.365,0.351,,29.7,8.0,38.0,67.9,47.5,35.8,411,105.05000000000001,20.400000000000006
"Lindor, Francisco",596019,2022,706,0.254,0.427,0.342,0.331,0.326,0.173,0.385,0.37,,29.2,8.3,41.3,68.1,29.9,22.9,504,103.7,38.199999999999996
"Odor, Rougned",596059,2022,472,0.207,0.339,0.278,0.277,0.279,0.132,0.319,0.318,,30.5,6.5,33.3,72.9,30.9,27.6,321,102.36,42.00000000000001
"Story, Trevor",596115,2022,396,0.221,0.397,0.316,0.301,0.29,0.176,0.429,0.404,,36.0,11.3,40.6,69.0,33.1,30.8,239,105.52,35.9
"Vogelbach, Daniel",596129,2022,461,0.236,0.428,0.349,0.35,0.36,0.192,0.405,0.407,,38.1,10.6,39.9,45.5,20.5,20.4,273,104.5,25.0
"Sánchez, Gary",596142,2022,471,0.22,0.439,0.29,0.321,0.298,0.218,0.361,0.412,,29.2,13.5,49.3,60.7,28.7,30.8,288,108.26,32.0
"Kepler, Max",596146,2022,446,0.266,0.412,0.298,0.338,0.353,0.146,0.294,0.349,,31.9,7.1,39.9,70.5,23.5,20.0,326,105.05,47.0
"Franco, Maikel",596748,2022,388,0.243,0.351,0.261,0.272,0.27,0.108,0.306,0.321,,33.1,4.7,34.4,68.3,38.5,28.0,299,103.75,29.799999999999997
"Choi, Ji Man",596847,2022,419,0.236,0.413,0.322,0.337,0.347,0.177,0.401,0.428,,37.3,11.9,47.5,67.5,19.9,32.3,236,105.35,47.6
"Bradley Jr., Jackie",598265,2022,370,0.223,0.33,0.252,0.268,0.273,0.107,0.285,0.308,,29.4,4.8,37.2,69.7,28.6,29.4,269,101.92,41.1
"Candelario, Jeimer",600869,2022,467,0.228,0.379,0.277,0.292,0.284,0.152,0.328,0.349,,37.0,8.3,34.6,74.5,33.6,25.4,324,102.8,40.9
"Daza, Yonathan",602074,2022,408,0.282,0.351,0.323,0.308,0.333,0.07,0.347,0.328,,34.1,1.9,25.0,66.1,35.7,18.7,320,99.72,30.39999999999999
"Urías, Ramón",602104,2022,445,0.25,0.42,0.313,0.32,0.309,0.17,0.371,0.381,,32.1,9.6,46.5,70.8,29.0,27.4,312,104.42000000000002,41.8
"Anderson, Brian",605119,2022,383,0.229,0.379,0.293,0.309,0.317,0.15,0.347,0.372,,31.1,9.7,42.0,73.9,29.0,30.4,238,105.38,44.900000000000006
"Bell, Josh",605137,2022,647,0.273,0.424,0.344,0.349,0.369,0.151,0.358,0.366,,30.7,7.2,40.8,68.8,24.9,21.7,456,105.46000000000001,43.9
"Betts, Mookie",605141,2022,639,0.254,0.465,0.373,0.344,0.327,0.211,0.413,0.373,,36.2,9.7,44.9,66.9,22.2,16.5,472,103.82,44.7
"Davis, J.D.",605204,2022,365,0.242,0.469,0.333,0.351,0.336,0.227,0.459,0.491,,34.8,16.2,56.1,76.8,25.4,37.5,198,107.56,51.4
"Castro, Harold",605612,2022,443,0.275,0.423,0.297,0.316,0.305,0.148,0.345,0.371,,41.6,6.1,33.3,69.3,39.8,20.0,346,101.29,29.5
"Tapia, Raimel",606132,2022,433,0.256,0.366,0.293,0.286,0.284,0.11,0.346,0.336,,27.5,5.1,38.0,70.3,42.3,21.5,334,104.48,28.0
"Hernández, Teoscar",606192,2022,535,0.265,0.501,0.348,0.351,0.314,0.236,0.465,0.47,,36.3,15.0,53.3,69.0,30.3,35.1,347,107.78000000000002,38.7
"Marte, Ketel",606466,2022,558,0.251,0.377,0.317,0.315,0.333,0.126,0.343,0.341,,31.6,6.1,41.9,65.7,28.1,20.7,396,106.4,37.6
"Haase, Eric",606992,2022,351,0.239,0.399,0.322,0.302,0.292,0.161,0.42,0.39,,32.3,8.7,42.4,70.3,35.4,32.8,229,105.42,34.9
"Nimmo, Brandon",607043,2022,673,0.256,0.403,0.353,0.338,0.353,0.147,0.377,0.355,,28.1,7.0,39.8,64.8,21.2,19.6,470,104.8,43.599999999999994
"Turner, Trea",607208,2022,708,0.276,0.432,0.35,0.335,0.327,0.156,0.406,0.387,,35.3,7.6,41.6,72.4,33.1,26.3,527,104.37,39.300000000000004
"Stallings, Jacob",607732,2022,384,0.221,0.312,0.265,0.274,0.292,0.091,0.292,0.304,,33.5,3.4,32.3,62.0,26.0,22.7,266,100.75,36.0
"Ramírez, José",608070,2022,685,0.255,0.408,0.363,0.32,0.337,0.153,0.385,0.331,,33.7,6.6,36.9,66.4,28.7,15.3,528,103.88000000000001,37.7
"Bregman, Alex",608324,2022,656,0.257,0.416,0.358,0.35,0.369,0.159,0.348,0.337,,36.2,7.3,37.8,65.8,17.8,14.9,481,102.01,48.0
"Gallo, Joey",608336,2022,410,0.167,0.371,0.286,0.294,0.286,0.204,0.407,0.425,,29.3,17.6,50.5,70.1,27.5,40.6,188,107.72,42.599999999999994
"Kelly, Carson",608348,2022,354,0.225,0.345,0.275,0.288,0.298,0.12,0.297,0.316,,33.2,5.2,36.8,62.8,24.3,21.1,250,102.72,38.5
"Seager, Corey",608369,2022,663,0.283,0.51,0.331,0.372,0.354,0.226,0.358,0.413,,38.4,10.5,45.5,80.7,30.5,26.5,495,105.8,50.2
"Winker, Jesse",608385,2022,547,0.249,0.403,0.313,0.345,0.369,0.154,0.311,0.361,,32.0,7.6,34.3,68.1,18.8,19.9,356,104.3,49.3
"Reyes, Franmil",614177,2022,473,0.203,0.358,0.28,0.275,0.259,0.155,0.388,0.381,,27.8,11.3,45.8,68.4,28.4,37.1,284,106.76,40.00000000000001
"Swanson, Dansby",621020,2022,696,0.257,0.461,0.337,0.337,0.314,0.204,0.431,0.43,,37.0,10.8,46.3,72.4,26.4,30.7,462,104.8,46.00000000000001
"Taylor, Chris",621035,2022,454,0.195,0.34,0.298,0.277,0.282,0.145,0.417,0.379,,40.8,10.2,38.0,75.2,23.0,39.9,245,103.5,52.2
"Correa, Carlos",621043,2022,590,0.276,0.484,0.362,0.363,0.353,0.208,0.42,0.422,,35.3,11.4,44.7,63.3,26.9,22.0,405,106.1,36.4
"Taylor, Tyrone",621438,2022,405,0.236,0.412,0.314,0.307,0.289,0.176,0.391,0.38,,34.7,9.9,37.6,68.8,32.3,26.5,274,103.36000000000001,36.5
"Buxton, Byron",621439,2022,382,0.242,0.509,0.356,0.358,0.323,0.267,0.478,0.481,,34.2,16.4,50.2,66.2,26.8,34.1,225,108.9,39.400000000000006
"Ward, Taylor",621493,2022,564,0.268,0.474,0.362,0.361,0.352,0.206,0.421,0.42,,41.8,12.4,42.9,62.3,20.6,22.3,380,104.1,41.699999999999996
"Wisdom, Patrick",621550,2022,534,0.188,0.38,0.316,0.295,0.284,0.191,0.438,0.399,,29.8,14.2,46.3,70.5,26.4,36.5,289,106.76,44.1
"Wendle, Joey",621563,2022,371,0.25,0.331,0.289,0.276,0.289,0.081,0.31,0.294,,27.9,1.7,36.2,66.6,39.8,16.7,301,102.21000000000001,26.799999999999997
"Olson, Matt",621566,2022,699,0.248,0.467,0.344,0.347,0.334,0.219,0.417,0.422,,33.8,13.6,50.9,73.9,28.5,28.9,450,107.83999999999999,45.400000000000006
"Margot, Manuel",622534,2022,363,0.264,0.357,0.308,0.299,0.316,0.092,0.351,0.339,,30.9,3.7,37.9,74.4,32.6,24.9,269,105.13,41.800000000000004
"Mateo, Jorge",622761,2022,533,0.222,0.344,0.281,0.272,0.269,0.122,0.362,0.348,,35.5,6.0,32.7,72.6,36.6,31.1,352,104.3,35.99999999999999
"Velazquez, Andrew",623205,2022,349,0.202,0.312,0.239,0.246,0.243,0.11,0.337,0.35,,33.0,6.6,34.0,76.8,29.3,34.3,212,103.0,47.5
"Ramírez, Harold",623912,2022,435,0.275,0.382,0.327,0.31,0.32,0.107,0.368,0.346,,32.2,4.8,41.2,72.6,42.0,25.5,335,106.14,30.599999999999994
"Santander, Anthony",623993,2022,647,0.257,0.471,0.336,0.352,0.335,0.214,0.373,0.395,,33.5,11.6,43.3,65.5,32.5,21.5,457,105.98,33.0
"Alonso, Pete",624413,2022,685,0.262,0.486,0.366,0.353,0.345,0.225,0.42,0.403,,34.5,12.3,44.8,70.9,33.5,24.2,478,109.0,37.400000000000006
"Frazier, Adam",624428,2022,602,0.262,0.339,0.274,0.297,0.324,0.077,0.272,0.302,,37.7,1.5,24.5,68.4,28.8,14.4,478,99.14,39.60000000000001
"Trevino, Jose",624431,2022,353,0.239,0.364,0.293,0.281,0.275,0.125,0.335,0.319,,31.0,5.1,35.0,60.7,40.0,21.1,274,103.0,20.700000000000003
"Gordon, Nick",624503,2022,443,0.261,0.464,0.321,0.333,0.308,0.203,0.397,0.413,,36.6,9.4,44.7,78.6,39.2,28.0,309,103.16,39.39999999999999
"Cronenworth, Jake",630105,2022,684,0.221,0.356,0.318,0.303,0.319,0.135,0.341,0.318,,32.3,5.6,34.1,60.0,21.6,18.0,464,102.0,38.4
"Pinder, Chad",640461,2022,379,0.235,0.38,0.281,0.28,0.263,0.145,0.393,0.393,,33.3,6.5,40.7,75.4,30.1,34.5,246,104.38000000000001,45.300000000000004
"Anderson, Tim",641313,2022,351,0.297,0.432,0.323,0.336,0.335,0.136,0.363,0.379,,37.5,5.8,41.2,75.8,41.6,23.2,277,102.3,34.199999999999996
"Bellinger, Cody",641355,2022,550,0.213,0.354,0.284,0.278,0.271,0.141,0.357,0.348,,34.4,8.3,38.1,68.2,31.7,27.2,360,102.22,36.5
"Crawford, J.P.",641487,2022,603,0.255,0.337,0.306,0.315,0.353,0.081,0.293,0.306,,32.4,2.0,29.7,61.9,20.5,14.3,445,102.0,41.4
"Dozier, Hunter",641531,2022,500,0.241,0.387,0.298,0.301,0.297,0.146,0.365,0.371,,33.1,7.7,38.5,71.5,33.0,29.2,338,105.5,38.5
"Heim, Jonah",641680,2022,450,0.224,0.361,0.306,0.291,0.296,0.137,0.338,0.319,,29.6,6.9,39.9,73.0,29.6,21.4,321,103.32,43.4
"Mancini III, Trey",641820,2022,587,0.245,0.41,0.312,0.327,0.328,0.165,0.361,0.383,,39.6,9.8,40.4,67.3,30.1,27.4,389,105.03,37.199999999999996
"McMahon, Ryan",641857,2022,597,0.247,0.423,0.326,0.33,0.329,0.175,0.4,0.407,,36.4,10.4,46.5,63.4,25.4,28.2,374,106.56,38.0
"O'Neill, Tyler",641933,2022,383,0.237,0.419,0.307,0.328,0.321,0.182,0.373,0.406,,36.6,11.3,43.3,68.0,25.9,30.9,238,105.94,42.1
"Tellez, Rowdy",642133,2022,599,0.252,0.479,0.327,0.349,0.337,0.226,0.372,0.404,,31.4,12.9,46.0,61.1,27.0,23.8,411,107.42,34.1
"Rosario, Amed",642708,2022,670,0.276,0.396,0.311,0.31,0.308,0.12,0.356,0.354,,31.1,4.5,38.3,66.9,40.0,21.0,530,104.61999999999999,26.900000000000006
"Adames, Willy",642715,2022,617,0.238,0.451,0.325,0.323,0.299,0.213,0.416,0.414,,36.4,13.0,43.6,71.2,29.8,28.2,401,104.4,41.400000000000006
"Estrada, Thairo",642731,2022,541,0.246,0.352,0.317,0.299,0.312,0.107,0.343,0.319,,31.6,4.4,31.1,67.2,32.3,20.3,405,101.3,34.900000000000006
"Benintendi, Andrew",643217,2022,521,0.273,0.407,0.342,0.334,0.347,0.134,0.361,0.351,,39.2,5.1,38.7,73.2,22.7,20.7,390,101.6,50.5
"Cooper, Garrett",643265,2022,469,0.26,0.436,0.33,0.341,0.338,0.177,0.4,0.418,,39.0,10.7,43.7,61.0,30.3,25.1,300,106.74,30.7
"Kemp, Tony",643393,2022,558,0.219,0.291,0.287,0.267,0.294,0.072,0.284,0.257,,33.9,1.6,14.9,68.4,29.4,13.4,436,96.32000000000001,39.00000000000001
"Kiner-Falefa, Isiah",643396,2022,531,0.262,0.333,0.285,0.29,0.317,0.071,0.297,0.304,,29.6,1.2,30.1,58.0,30.8,11.3,419,100.43,27.2
"McNeil, Jeff",643446,2022,589,0.28,0.389,0.365,0.323,0.341,0.109,0.377,0.325,,39.0,2.7,30.2,77.6,29.2,15.9,477,99.9,48.39999999999999
