last_name,first_name,player_id,year,PA,wOBA,xwOBA,xBA,xSLG,Barrel%,HardHit%,O-Contact%,Z-Contact%,O-Swing%,Z-Swing%,Whiff%,Z-O Swing%,Pulled FB%,EV90,Sweet Spot%,Bat Speed
Joe,Connor,656582.0,2024,416,0.305,0.277,0.206,0.308,0.047,0.327,0.578,0.865,0.24600000000000002,0.6779999999999999,0.099,0.43199999999999994,12.363636363636363,103.9,30.909090909090907,69.88364197530863
Kelenic,Jarred,672284.0,2024,449,0.294,0.308,0.241,0.412,0.099,0.452,0.505,0.799,0.331,0.7120000000000001,0.155,0.38100000000000006,16.96113074204947,104.24,39.2226148409894,70.83584672435104
Toglia,Michael,669911.0,2024,458,0.329,0.359,0.245,0.505,0.172,0.5,0.457,0.8029999999999999,0.29100000000000004,0.6920000000000001,0.149,0.401,13.333333333333334,106.8,38.43137254901961,71.56207729468599
Freeman,Tyler,671289.0,2024,383,0.283,0.302,0.236,0.338,0.032,0.34600000000000003,0.743,0.924,0.313,0.6629999999999999,0.067,0.3499999999999999,14.840989399293287,102.88000000000001,31.09540636042403,69.39267461669506
Schneider,Davis,676914.0,2024,454,0.277,0.291,0.199,0.359,0.12,0.38,0.5589999999999999,0.8059999999999999,0.257,0.682,0.121,0.42500000000000004,16.666666666666664,102.8,37.5968992248062,67.73298153034301
Triolo,Jared,669707.0,2024,446,0.275,0.292,0.227,0.336,0.053,0.391,0.562,0.848,0.29100000000000004,0.715,0.12,0.42399999999999993,16.370106761565836,103.31,38.79003558718861,68.2993556701031
Estrada,Thairo,642731.0,2024,381,0.256,0.263,0.226,0.338,0.048,0.317,0.6629999999999999,0.919,0.39399999999999996,0.6759999999999999,0.1,0.282,8.96551724137931,103.02,31.03448275862069,68.79666666666667
Friedl,TJ,670770.0,2024,341,0.305,0.292,0.228,0.318,0.032,0.315,0.682,0.922,0.271,0.634,0.07,0.363,13.147410358565736,101.31,29.08366533864542,67.80541044776119
Gorman,Nolan,669357.0,2024,402,0.29,0.305,0.208,0.431,0.16699999999999998,0.384,0.465,0.743,0.34700000000000003,0.723,0.185,0.37599999999999995,17.59259259259259,105.56,40.27777777777778,70.90326704545454
Polanco,Jorge,593871.0,2024,469,0.287,0.309,0.226,0.399,0.08900000000000001,0.37200000000000005,0.595,0.823,0.289,0.6709999999999999,0.11800000000000001,0.38199999999999995,10.320284697508896,104.6,36.654804270462634,67.23091133004927
Castellanos,Nick,592206.0,2024,659,0.321,0.333,0.27,0.438,0.079,0.377,0.535,0.8540000000000001,0.408,0.821,0.16,0.413,16.631130063965884,103.8,39.23240938166311,70.25855784469096
Hoskins,Rhys,656555.0,2024,517,0.313,0.301,0.202,0.387,0.127,0.419,0.6659999999999999,0.8320000000000001,0.281,0.615,0.098,0.33399999999999996,11.437908496732026,104.1,30.065359477124183,68.92220982142858
Rosario,Amed,642708.0,2024,346,0.299,0.28,0.25,0.359,0.046,0.36200000000000004,0.654,0.889,0.423,0.741,0.12,0.318,11.153846153846155,103.11,34.23076923076923,69.92263843648209
Renfroe,Hunter,592669.0,2024,424,0.302,0.291,0.223,0.362,0.066,0.39399999999999996,0.649,0.8640000000000001,0.297,0.647,0.09699999999999999,0.35000000000000003,9.933774834437086,105.1,27.483443708609272,73.67826086956522
Adell,Jo,666176.0,2024,451,0.296,0.312,0.224,0.418,0.11699999999999999,0.445,0.5870000000000001,0.8190000000000001,0.345,0.731,0.139,0.386,13.829787234042554,108.7,30.49645390070922,74.74971623155506
Torkelson,Spencer,679529.0,2024,381,0.295,0.282,0.209,0.351,0.067,0.39299999999999996,0.541,0.861,0.267,0.6940000000000001,0.111,0.42700000000000005,12.605042016806722,104.38,30.672268907563026,72.0185520361991
Bauers,Jake,641343.0,2024,346,0.294,0.302,0.201,0.379,0.10300000000000001,0.429,0.433,0.8390000000000001,0.231,0.7190000000000001,0.124,0.4880000000000001,14.130434782608695,103.97,39.130434782608695,71.82634730538922
Moniak,Mickey,666160.0,2024,418,0.281,0.283,0.221,0.379,0.09300000000000001,0.344,0.619,0.8140000000000001,0.42200000000000004,0.763,0.153,0.34099999999999997,14.336917562724013,105.39,32.25806451612903,70.91935866983374
Sosa,Lenyn,672820.0,2024,369,0.28,0.316,0.278,0.419,0.061,0.41200000000000003,0.741,0.887,0.413,0.6809999999999999,0.094,0.26799999999999996,15.162454873646208,103.69999999999999,41.87725631768953,70.18473389355742
Hayes,Ke'Bryan,663647.0,2024,396,0.256,0.279,0.244,0.327,0.024,0.429,0.6990000000000001,0.9390000000000001,0.315,0.626,0.071,0.311,12.585034013605442,103.88000000000001,29.931972789115648,70.43152542372881
Blackmon,Charlie,453568.0,2024,499,0.323,0.305,0.247,0.364,0.052000000000000005,0.272,0.72,0.894,0.331,0.675,0.083,0.34400000000000003,11.263736263736265,101.3,35.43956043956044,65.89456906729633
Espinal,Santiago,669289.0,2024,391,0.285,0.288,0.258,0.344,0.019,0.24100000000000002,0.738,0.941,0.306,0.7140000000000001,0.063,0.4080000000000001,12.861736334405144,99.3,35.69131832797427,64.75526315789473
Bell,Josh,605137.0,2024,603,0.317,0.307,0.235,0.391,0.075,0.397,0.622,0.86,0.314,0.7509999999999999,0.113,0.4369999999999999,14.014251781472684,104.63,31.59144893111639,68.72930186823993
Singleton,Jon,572138.0,2024,405,0.312,0.311,0.228,0.383,0.08900000000000001,0.37200000000000005,0.534,0.826,0.258,0.619,0.115,0.361,14.5748987854251,104.4,34.81781376518219,69.99434850863423
Vaughn,Andrew,683734.0,2024,619,0.304,0.32,0.244,0.441,0.09300000000000001,0.433,0.659,0.903,0.36200000000000004,0.6829999999999999,0.1,0.3209999999999999,16.70428893905192,105.18,33.63431151241535,69.45819521178638
Benintendi,Andrew,643217.0,2024,522,0.298,0.303,0.243,0.389,0.063,0.344,0.7120000000000001,0.871,0.27899999999999997,0.711,0.086,0.432,13.28125,100.1,36.19791666666667,65.71127071823204
Garcia,Adolis,666969.0,2024,637,0.296,0.306,0.227,0.413,0.122,0.479,0.539,0.7879999999999999,0.371,0.76,0.16699999999999998,0.389,13.93643031784841,106.2,33.98533007334964,70.30081499592501
Pham,Tommy,502054.0,2024,478,0.297,0.319,0.263,0.407,0.07200000000000001,0.42700000000000005,0.602,0.865,0.221,0.624,0.086,0.403,15.522388059701491,105.77,33.134328358208954,71.29763779527559
Heim,Jonah,641680.0,2024,491,0.265,0.277,0.228,0.356,0.059000000000000004,0.364,0.701,0.8959999999999999,0.364,0.777,0.096,0.41300000000000003,11.05121293800539,102.7,30.45822102425876,68.53247191011236
Melendez,MJ,669004.0,2024,451,0.292,0.317,0.239,0.425,0.083,0.45,0.638,0.794,0.33,0.79,0.138,0.46,12.709030100334449,105.36,28.428093645484946,71.20956989247311
Rizzo,Anthony,519203.0,2024,375,0.285,0.297,0.24,0.34,0.04,0.332,0.69,0.9309999999999999,0.365,0.675,0.086,0.31000000000000005,9.854014598540147,102.4,30.656934306569344,66.98638655462184
Margot,Manuel,622534.0,2024,343,0.276,0.308,0.261,0.379,0.049,0.336,0.7,0.884,0.331,0.706,0.092,0.37499999999999994,13.962264150943396,104.78,31.32075471698113,70.00081566068515
Candelario,Jeimer,600869.0,2024,463,0.304,0.28,0.221,0.364,0.08199999999999999,0.345,0.611,0.828,0.371,0.732,0.136,0.361,10.126582278481013,102.66,33.54430379746836,66.35705741626795
Cave,Jake,595909.0,2024,346,0.295,0.277,0.233,0.357,0.052000000000000005,0.371,0.632,0.8270000000000001,0.386,0.7190000000000001,0.134,0.3330000000000001,15.72052401746725,102.4,36.24454148471616,67.5781388478582
Brown,Seth,664913.0,2024,400,0.289,0.294,0.232,0.387,0.084,0.406,0.511,0.8690000000000001,0.344,0.764,0.14,0.42000000000000004,16.091954022988507,106.21000000000001,34.86590038314176,71.50796812749005
Ruiz,Keibert,660688.0,2024,485,0.268,0.279,0.251,0.35,0.032,0.256,0.83,0.935,0.405,0.6890000000000001,0.059000000000000004,0.28400000000000003,11.219512195121952,100.22,32.19512195121951,64.93822441430333
Tellez,Rowdy,642133.0,2024,421,0.301,0.302,0.237,0.394,0.08,0.365,0.606,0.91,0.295,0.609,0.08900000000000001,0.314,12.709030100334449,106.6,32.441471571906355,72.69970370370369
Garver,Mitch,641598.0,2024,430,0.281,0.285,0.18,0.335,0.084,0.397,0.53,0.825,0.237,0.596,0.109,0.359,9.70464135021097,104.4,32.91139240506329,69.47477744807122
Lee,Korey,686676.0,2024,394,0.257,0.255,0.212,0.338,0.075,0.376,0.48100000000000004,0.768,0.38299999999999995,0.825,0.195,0.442,11.76470588235294,104.14,32.94117647058823,69.58921568627451
Haniger,Mitch,571745.0,2024,423,0.277,0.292,0.216,0.364,0.09,0.45899999999999996,0.515,0.7959999999999999,0.268,0.672,0.133,0.404,16.07843137254902,104.2,30.58823529411765,70.98839160839161
Benson,Will,666181.0,2024,388,0.285,0.268,0.18,0.333,0.115,0.401,0.405,0.748,0.262,0.74,0.16899999999999998,0.478,12.5,104.16000000000001,35.9375,69.65953038674033
France,Ty,664034.0,2024,535,0.296,0.303,0.228,0.387,0.073,0.4,0.608,0.889,0.32,0.7829999999999999,0.109,0.4629999999999999,15.405405405405407,103.91000000000001,31.08108108108108,69.315329218107
Sheets,Gavin,657757.0,2024,501,0.291,0.308,0.251,0.38,0.057,0.353,0.698,0.87,0.353,0.624,0.096,0.271,10.057471264367816,103.98,41.09195402298851,70.79698600645855
Jimenez,Eloy,650391.0,2024,349,0.276,0.3,0.248,0.382,0.078,0.49,0.614,0.893,0.371,0.6990000000000001,0.11599999999999999,0.32800000000000007,7.8431372549019605,107.67,25.49019607843137,71.87783595113439
Morel,Christopher,666624.0,2024,611,0.28,0.316,0.225,0.399,0.102,0.40399999999999997,0.55,0.764,0.297,0.7190000000000001,0.14800000000000002,0.4220000000000001,9.448818897637794,106.35000000000001,27.559055118110237,74.05624999999999
Cruz,Bryan,650559.0,2024,622,0.283,0.302,0.242,0.419,0.09300000000000001,0.41200000000000003,0.61,0.8109999999999999,0.371,0.772,0.145,0.401,17.899761336515514,103.79,35.79952267303103,70.12590412111018
Drury,Brandon,592273.0,2024,360,0.217,0.259,0.202,0.287,0.036000000000000004,0.35600000000000004,0.648,0.846,0.294,0.685,0.10400000000000001,0.39100000000000007,10.526315789473683,105.0,25.910931174089068,70.70201005025126
